,Grapheme,Phoneme
468,همچنين نام بعضي از شعراي افغانستان و نواحي همجوار نيامده است و عمداً آن‌ها شامل نگرديده‌اند و برخي از شعرايي كه از كرانه‌هاي ايران آمدند ، يادآوري نشده‌اند درصورتي‌كه بعضي از آن‌ها حايز توجه مي‌باشند,"ham'enin n/me1 ba]zi ]az .o]ar/ye1 ]afq/nest/n va nav/hiye1 ham,av/r nay/made ]ast va ]amdan ]/nh/ ./mel nagardide]and va barxi ]az .o]ar/]i ke ]az kar/neh/ye1 ]ir/n ]/madand y/d/vari na.ode]and darsuratike ba]zi ]az ]/nh/ h/]eze1 tava,,oh mib/.and
"
469,شايد اين ناديده‌گرفتن ، بنا بر بعضي علل صورت‌گرفته باشد,"./yad ]in n/dide gereftan ban/ bar ba]zi ]elal surat gerefte b/.ad
"
470,بنابراين ضرورت دارد براي شعرايي كه بنا به عللي از آن‌ها يادآوري نشده ، فهرست جداگانه‌اي تهيه گردد و با كمك آن فهرست يك كاروان ديگري ترتيب يابد,"ban/bar]in zarurat d/rad bar/ye .o]ar/]i ke ban/ be ]elali ]az ]/nh/ y/d/vari na.ode fehreste1 ,od/g/ne]i tahiye gardad va b/ komake1 ]/n fehreste1 yek k/rev/ne1 digari tartib y/bad
"
471,نيز حايز تذكر است بعضي از شعراي ديگر از شامل شدن در كاروان بعدي محروم خواهند ماند و بايد راجع‌به آن‌ها رساله‌هاي مختصري نوشته شود,"niz h/]eze1 tazakkor ]ast ba]zi ]az .o]ar/ye1 digar ]az ./mel .odan dar k/rev/ne1 ba]di mahrum x/hand m/nd va b/yad r/,e] be ]/nh/ res/leh/ye1 moxtasari neve.te .avad
"
472,موضوع ديگري كه نيازمند توجه است فهرست سي شاعر مي‌باشد كه‌در خصوص برخي از آن‌ها شك و ترديد وجود دارد كه شايد آن‌ها به هند نيامده باشند و هم اين‌كه ايراني بودن آن‌ها مورد تامل است,"mozu]e1 digari ke niy/zmande1 tava,,oh ]ast fehreste1 si ./]er mib/.ad ke dar xosuse1 barxi ]az ]/nh/ .ak va tardid vo,ud d/rad ke ./yad ]/nh/ be hend nay/made b/.and va ham ]inke ]ir/ni budane1 ]/nh/ morede1 ta]ammol ]ast
"
473,البته بايد در اين زمينه تحقيق كامل شود ، چون به ظن قوي بعضي از آن‌ها ايراني هستند و از ايران به هند آمدند,"]albatte b/yad dar ]in zamine tahqiqe1 k/mel .avad 'on be zanne1 qavi ba]zi ]az ]/nh/ ]ir/ni hastand va ]az ]ir/n be hend ]/madand
"
474,در اين مورد يك گزارش كوتاهي ارايه مي‌گردد,"dar ]in mored yek goz/re.e1 kut/hi ]er/]e migardad
"
475,در عرفات از شاعري بنام بياني ، ذكري به ميان آمده است كه ظاهراً شاعر عصر همايون مي‌باشد,"dar ]araf/t ]az ./]eri be n/me1 bay/ni zekri be miy/n ]/made ]ast ke z/heran ./]ere1 ]asre1 hom/yun mib/.ad
"
476,در مجمع‌الشعراي جهان‌گير شاهي ص پنجاه وَ پنج هم ذكر شاعري بنام بياني موجود است,"dar ma,ma]o..o]ar/ye1 ,ah/ngir./hi safheye1 pan,/h va pan, ham zekre1 ./]eri be n/me1 bay/ni mo,ud ]ast
"
477,اما از شاعر هم تخلص عصر همايون مختلف است,"]amm/ ]az ./]ere1 hamtaxallose1 ]asre1 hom/yun moxtalef ]ast
"
478,بنابراين در باره بياني ترديد كمي وجود ندارد,"ban/bar]in darb/reye1 bay/ni tardide1 kami vo,ud nad/rad
"
479,در كتاب روز روشن از شاعري ديگر بنام توسني نام‌برده‌شده است,"dar ket/be1 ruze1 ro.an ]az ./]eri digar be n/me1 tosani n/m borde .ode ]ast
"
480,چون وي را پيرو صايب گفته‌اند ، همين اساس شك است,"'on vey r/ peyroe1 s/yeb gofte]and hamin ]as/se1 .ak ]ast
"
481,درعين‌حال شواهد ديگري نيز در اين مورد ضروري است,"dar]eyne1 h/l .av/hede1 digari niz dar ]in mored zaruri ]ast
"
482,در مجمع‌الشعرا از دو تن بنام حالتي ذكر به‌عمل‌آمده كه يكي يادگار محمد ، معروف به حالتي تركمان است و ديگري حالتي خراساني كه اسم وي قاسم بيگ است,"dar ma,ma]o..o]ar/ ]az do tan be n/me1 h/lati zekr be ]amal ]/made ke yeki y/deg/rmohammad ma]ruf be h/latiye1 torkam/n ]ast va digari h/latiye1 xor/s/ni ke ]esme1 vey q/sem beyg ]ast 
"
483,ص پنجاه وَ هفت و نُه وَ بيست وَ چهار دقیقه هشت ، ذكر حالتي يادگار در آيين اكبري ، ، بلاخمن چهارصد وَ شصت وَ شِش ، ، ، آيين ج يك ، ص نُه ، هشتصد وَ هفتاد وَ يك ، ، ، طبقات اكبري ج دو ، ص دويست وَ نود وَ چهار ، ، شام غريبان ص بيست وَ هشت ، ، آمده است كه بايد اين شك رفع گردد,"safheye1 pan,/h va haft va noh t/ devist va 'ehel va ha.t zekre1 h/latiye1 y/deg/r dar ]/]ine1 ]akbari bel/xman 'ah/rsad va .ast va .e. ]/]in ,elde1 yek safheye1 noh t/ ha.tsad va haft/d va yek tabaq/te1 ]akbari ,elde1 do safheye1 devist va navad va 'ah/r ./me1 qarib/n safheye1 bist va ha.t ]/made ]ast ke b/yad ]in .ak raf] gardad
"
484,به حواله عرفات شخصي بنام حزني علوي ذكر شده‌است و در روز روشن ياد همين شاعر بنام حزني اكبرآبادي موجود است,"be hav/leye1 ]araf/t .axsi be n/me1 hozniye1 ]alavi zekr .ode ]ast va dar ruze1 ro.an y/de1 hamin ./]er be n/me1 hozniye1 ]akbar]/b/di mo,ud ]ast
"
485,شاعري بنام حزني اصفهاني در آيين اكبري ، بلاخمن ج يك ، ص شِشصد وَ سي وَ پنج ، ، ، طبقات ج دو ، ص پانصد وَ هشت ، ، نفايس المآثر به حواله جهان‌گير شاهي ، ، ص شِشصد وَ چهل وَ دو ، جهان‌گير شاهي ، ص سي وَ هفت ، ، شام غريبان ، ص نود وَ هفت ، و آتشكده ، ص صد وَ هشتاد ، اشاره‌شده است,"./]eri be n/me1 hozniye1 ]esfah/ni dar ]/]ine1 ]akbari bel/xman ,elde1 yek safheye1 .e.sad va si va pan, tabaq/t ,elde1 do safheye1 p/nsad va ha.t naf/]esolma]/ser be hav/leye1 ,ah/ngir./hi safheye1 .e.sad va 'ehel va do ,ah/ngir./hi safheye1 si va-yo haft ./me1 qarib/n safheye1 navad va haft va ]/ta.kade safheye1 sad va ha.t/d ]e./re .ode ]ast
"
486,ظاهراً حزني اصفهاني با حزني علوي فرق دارد,"z/heran hozniye1 ]esfah/ni b/ hozniye1 ]alavi farq d/rad
"
487,چون در عرفات هر دو نفر از يكديگر جدا هستند,"'on dar ]araf/t har do nafar ]az yekdigar ,od/ hastand
"
488,عرفات تذكره معاصر است و چون در آن حزني علوي و اصفهاني را جدا ذكر كرده است ، احتمال شك از بين مي‌رود,"]araf/t tazkareye1 mo]/ser ]ast va 'on dar ]/n hozniye1 ]alavi va ]esfah/ni r/ ,od/ zekr karde ]ast ]ehtem/le1 .ak ]az beyn miravad
"
489,چون نام حزني اصفهاني در كاروان هند ، ج يك ، ص دوازده وَ چهل وَ يك دقیقه سه ، ذكر شده‌است بنابراين شك در باب حزني اصفهاني خارج از بحث است,"'on n/me1 hozniye1 ]esfah/ni dar k/rev/ne1 hend ,elde1 yek safheye1 dav/zdah t/ 'ah/rsad va sizdah zekr .ode ]ast ban/bar]in .ak dar b/be1 hozniye1 ]esfah/ni x/re, ]az bahs ]ast
"
490,همچنين ذكري از روزبه شيرازي در عرفات‌العاشقين ، ورق صد وَ هفتاد وَ دو ، ، شام غريبان ، ص پنجاه وَ نُه ، و در كاروان هند ، صفحه شِشصد وَ پنجاه وَ يك ، آمده است,"ham'enin zekri ]az ruzbehe1 .ir/zi dar ]araf/tol]/.eqin varaqe1 sad va haft/d va do ./me1 qarib/n safheye1 pan,/h va noh va dar k/rev/ne1 hend safheye1 .e.sad va pan,/h va yek ]/made ]ast
"
491,بيان شمع انجمن از شام غريبان اخذ شده‌است,"bay/ne1 .am]e1 ]an,oman ]az ./me1 qarib/n ]axz .ode ]ast
"
492,در رد اين موضوع در كاروان اشاره‌اي نيست,"dar radde1 ]in mozu] dar k/rev/n ]e./re]i nist
"
493,بنابراين در آمدن روزبه شيرازي به هند و ايراني بودن او هيچ ترديدي نيست,"ban/bar]in dar ]/madane1 ruzbehe1 .ir/zi be hend va ]ir/ni budane1 ]u hi' tardidi nist
"
494,در باره زكي همداني ، مولف كاروان هند ، ص هزار وَ پانصد وَ شصت وَ هفت ، نوشته است كه‌در بعضي از تذكره‌ها وي را با زكي اردستاني اشتباه كرده‌اند,"darb/reye1 zakiye1 hamed/ni mo]allefe1 k/rev/ne1 hend safheye1 hez/r va p/nsad va .ast va haft neve.te ]ast ke dar ba]zi ]az tazkareh/ vey r/ b/ zakiye1 ]ardest/ni ]e.teb/h karde]and
"
495,در باره زكي اردستاني در عرفات چنين آمده است كه وي‌در سال پانصد وَ نود وَ نُه هجري راهي هند شد و در دكن ترقي كرد,"darb/reye1 zakiye1 ]ardest/ni dar ]araf/t 'onin ]/made ]ast ke vey dar s/le1 p/nsad va navad va nohe1 he,ri r/hiye1 hend .od va dar dakan taraqqi kard 
"
496,سپس به عراق برگشت,"sepas be ]ar/q barga.t
"
497,قبل از آمدن به هند با مولف عرفات ملاقات داشت ، عرفات ، ورق دويست وَ سي وَ سه ،,"qabl ]az ]/madan be hend b/ mo]allefe1 ]araf/t mol/q/t d/.t ]araf/t varaqe1 devist va si va se
"
498,در تاريخ فرشته نيز مثل عرفات ، اسم وي سعيدا آمده است و در هزار وَ دَه هجري در بيجاپور همراه با ظهوري و ملك قمي در جشن زادروز پسر شاهنواز خان شركت داشت,"dar t/rixe1 fere.te niz mesle1 ]araf/t ]esme1 vey sa]id/ ]/made ]ast va dar hez/r va dahe1 he,ri dar bi,/pur hamr/h b/ zohuri va maleke1 qomi dar ,a.ne1 z/druze1 pesare1 ./hnav/z x/n .erkat d/.t 
"
499,در تذكره نصرآبادي ، اسم وي سعيداي اردستاني ذكر شده و در باره رفتن او به دكن نيز اشاره گرديده است ، ص دويست وَ هشتاد وَ دو ، و در ميخانه در خصوص رفتن زكي همداني از راه هرمز به دكن و زود برگشتن وي ذكر گرديده است ، چاپ ايران ، ص نُهصد وَ هشتاد وَ پنج ، تقي اوحدي مي‌نويسد كه فعلاً در همدان است و در سال هزار وَ سي وَ چهار هجري در گجرات خبر درگذشت وي به گوش همگان رسيد,"dar tazkareye1 nasr]/b/di ]esme1 vey sa]id/ye1 ]ardest/ni zekr .ode va darb/reye1 raftane1 ]u be dakan niz ]e./re gardide ]ast safheye1 devist va ha.t/d va do va dar meyx/ne dar xosuse1 raftane1 zakiye1 hamed/ni ]az r/he1 hormoz be dakan va zud barga.tane1 vey zekr gardide ]ast '/ppe1 ]ir/n safheye1 nohsad va ha.t/d va pan, taqiye1 ]ohadi minevisad ke fe]lan dar hamed/n ]ast va dar s/le1 hez/r va si va 'ah/re1 he,ri dar go,ar/t xabare1 dargoza.te1 vey be gu.e1 hameg/n resid
"
500,نصرآبادي تاريخ درگذشت وي را هزار وَ سي هجري نوشته است,"nasr]/b/di t/rixe1 dargoza.te1 vey r/ hez/r va siye1 he,ri neve.te ]ast
"
501,اقوال مذكور نشاندهنده اين حقيقت است كه زكي همداني و زكي اردستاني ، دو شاعر جدا بودند,"]aqv/le1 mazkur ne./ndahandeye1 ]in haqiqat ]ast ke zakiye1 hamed/ni va zakiye1 ]ardest/ni do ./]ere1 ,od/ budand
"
502,در باره آمدن او به دكن و ترقي نمودن زكي اردستاني اشاره‌اي موجود است و در ميخانه در باره آمدن زكي همداني به دكن و برگشت وي پس از چند روز ذكر شده‌است,"darb/reye1 ]/madane1 ]u be dakan va taraqqi nemudane1 zakiye1 ]ardest/ni ]e./re]i mo,ud ]ast va dar meyx/ne darb/reye1 ]/madane1 zakiye1 hamed/ni be dakan va barga.te1 vey pas ]az 'and ruz zekr .ode ]ast
"
503,پس به‌اين نتيجه مي‌رسيم كه زكي اردستاني براي مدت دراز در بيجاپور بود و زكي همداني از دكن به‌زودي برگشت و در بين آن‌ها اختلاطي وجود ندارد و معلوم مي‌شود كه اين‌دو شاعر از هم جدا بودند,"pas be ]in nati,e miresim ke zakiye1 ]ardest/ni bar/ye moddate1 der/z dar bi,/pur bud va zakiye1 hamed/ni ]az dakan bezudi barga.t va dar beyne1 ]/nh/ ]extel/ti vo,ud nad/rad va ma]lum mi.avad ke ]in do ./]er ]az ham ,od/ budand
"
504,زكي همداني مدت درازي در هند زندگي نكرد,"zakiye1 hamed/ni moddate1 der/zi dar hend zendegi nakard
"
505,اما زكي اردستاني تا مدت زيادي در هند اقامت داشت,"]amm/ zakiye1 ]ardest/ni t/ moddate1 ziy/di dar hend ]eq/mat d/.t
"
506,خلاصه اين‌كه نظر مولف كاروان هند را قبول ندارم كه نامه‌اي زكي همداني و زكي اردستاني را با هم اختلاط نموده‌است,"xol/se ]in ke nazare1 mo]allefe1 k/rev/ne1 hend r/ qabul nad/ram ke n/mh/ye1 zakiye1 hamed/ni va zakiye1 ]ardest/ni r/ b/ ham ]extel/t nemude ]ast
"
507,استناد كاروان هند در خصوص ورود رشدي به هند مبني‌بر قول عبدالباقي نهاوندي است,"]esten/de1 k/rev/ne1 hend dar xosuse1 vorude1 ro.di be hend mabni bar qole1 ]abdolb/qiye1 nah/vandi ]ast
"
508,عبدالباقي نهاوندي از شعرايي ياد كرده است كه خان خانان را مدح كرده‌اند,"]abdolb/qiye1 nah/vandi ]az .o]ar/]i y/d karde ]ast ke x/ne1 x/n/n r/ madh karde]and
"
509,اين بيان نهاوندي در مآثر رحيمي با ابيات رشدي موجود است ، پس در مورد نسبت دادن رشدي به خان خانان شك و ترديدي نيست,"]in bay/ne1 nah/vandi dar ma]/sere1 rahimi b/ ]aby/te1 ro.di mo,ud ]ast pas dar morede1 nesbat d/dane1 ro.di be x/ne1 x/n/n .ak va tardidi nist
"
510,همچنين وي به ايراني بودن رشدي نيز اشاره نكرده است و مي‌نويسد ، هيچ‌كس از مقام و مكان و نام و نشان او خبر ندهد,"ham'enin vey be ]ir/ni budane1 ro.di niz ]e./re nakarde ]ast va minevisad hi' kas ]az maq/m va mak/n va n/m va ne./ne1 ]u xabar nadahad
"
511,بر اساس اين‌مطلب مولف كاروان هند وي را در زمره شعراي مشكوك شمار كرده است,"bar ]as/se1 ]in matlab mo]allefe1 k/rev/ne1 hend vey r/ dar zomreye1 .o]ar/ye1 ma.kuk .om/r karde ]ast
"
512,به‌هرحال اين موضوعي است كه بايد در مورد آن تحقيق شود,"beharh/l ]in mozu]i ]ast ke b/yad dar morede1 ]/n tahqiq .avad
"
513,در مآثر رحيمي در ميان مدح‌كنندگان خان خانان ذكر شعري بنام سياني درگزيني است كه به زبان‌هاي تركي ، فارسي و هندي شعر مي‌سرود,"dar ma]/sere1 rahimi dar miy/ne1 madhkonandeg/ne1 x/ne1 x/n/n zekre1 ./]eri be n/me1 siy/niye1 dargozini ]ast ke be zab/nh/ye1 torki f/rsi va hendi .e]r misorud
"
514,ولي تنها يك بيت به زبان تركي از او نقل‌شده است ، درصورتي‌كه ابيات فارسي وي موجود نيست ، واضح است كه وي شاعري فارسي‌زبان ، ايراني‌نژاد بود و به هند آمد,"vali tanh/ yek beyt be zab/ne1 torki ]az ]u naql .ode ]ast darsuratike ]aby/te1 f/rsiye1 vey mo,ud nist v/zeh ]ast ke vey ./]eri f/rsizab/n ]ir/nine[/d bud va be hend ]/mad
"
515,ازاين‌رو ذكر وي‌در ميان شعراي مشكوك درست نيست,"]az]in ru zekre1 vey dar miy/ne1 .o]ar/ye1 ma.kuk dorost nist
"
516,تقي اوحدي در باره صالح مي‌نگارد ، درين ازمنه ، صالح نامي در هند موجود است,"taqiye1 ]ohadi darb/reye1 s/leh mineg/rad darin ]azmane s/leh n/mi dar hend mo,ud ]ast
"
517,از اعلام حضور وي‌در هند درك مي‌شود كه وي از خارج به هند آمده يعني از تازه‌واردشدگان است و از تازه‌واردشدگان به‌شمار خواهد رفت,"]az ]e]l/me1 hozure1 vey dar hend dark mi.avad ke vey ]az x/re, be hend ]/made ya]ni ]az t/zev/red.odeg/n ]ast va ]az t/zev/red.odeg/n be .om/r x/had raft
"
518,گرچه ممكن‌است ايران‌زا باشد اما بايد در اين زمينه نيز تحقيق شود,"gar'e momken ]ast ]ir/nz/ b/.ad ]amm/ b/yad dar ]in zamine niz tahqiq .avad
"
519,در تذكره شام غريبان سه نفر بنام‌هاي صالح ذكر شده‌اند ولي در ميان آن‌ها كسي با خصوصيات صالح مذكور در عرفات مشاهده نمي‌شود و ابياتي كه از اين سه نفر نقل‌شده مربوط به صالح مورد بحث ما نيست,"dar tazkareye1 ./me1 qarib/n se nafar be n/mh/ye1 s/leh zekr .ode]and vali dar miy/ne1 ]/nh/ kasi b/ xosusiy/te1 s/lehe1 mazkur dar ]araf/t mo./hede nemi.avad va ]aby/ti ke ]az ]in se nafar naql .ode marbut be s/lehe1 morede1 bahse1 m/ nist
"
520,درباره طالبي در عرفات آمده است كه گويند مدت‌هاست كه‌در هند به سياحت گذرانيده اما هيچ از مولد و منشا وي آگاهي دست نداده,"darb/reye1 t/lebi dar ]araf/t ]/made ]ast ke guyand moddath/ ]ast ke dar hend be siy/hat gozar/nide ]amm/ hi' ]az muled va man.a]e1 vey ]/g/hi dastnad/de
"
521,از اين بيان پيداست كه طالبي از خارج آمده و مدتي را در هند گذرانيده,"]az ]in bay/n peyd/ ]ast ke t/lebi ]az x/re, ]/made va moddati r/ dar hend gozar/nide
"
522,همچنين قياس مي‌شود كه او ايراني‌نژاد باشد ولي كاملاً معلوم نيست كه‌در كجا به دنيا آمد و كجا پرورده و باليده شد,"ham'enin qiy/s mi.avad ke ]u ]ir/nine[/d b/.ad vali k/melan ma]lum nist ke dar ko,/ be dony/ ]/mad va ko,/ parvarde va b/lide .od
"
523,بنابراين نبايد در ميان شعراي مشكوك محسوب شود,"ban/bar]in nab/yad dar miy/ne1 .o]ar/ye1 ma.kuk mahsub .avad
"
524,همچنين بدون تحقيق بيشتر نبايد از وي چشم‌پوشي گردد,"ham'enin bedune tahqiqe1 bi.tar nab/yad ]az vey 'e.mpu.i gardad
"
525,چون اين‌مطلب در كاروان هند بهترين موضوع تحقيق است,"'on ]in matlab dar k/rev/ne1 hend behtarin mozu]e1 tahqiq ]ast
"
526,آنچه در باره عاجزي در عرفات نگاشته شده نتيجه واضح و روشني به‌دست نمي‌، ئ éر ، و نزد من كتاب‌هايي موجود است كه ذكر عاجزي در آن نيامده اما به‌هرحال تحقيق در باره وي ضروري است,"]/n'e darb/reye1 ]/,ezi dar ]araf/t neg/.te .ode nati,eye1 v/zeh va ro.ani be dast nemi]/yad va nazde1 man ket/bh/]i mo,ud ]ast ke zekre1 ]/,ezi dar ]/n nay/made ]amm/ beharh/l tahqiq darb/reye1 vey zaruri ]ast
"
527,در تذكره‌ها راجع‌به دو شاعر بنام‌هاي غباري كابلي و ديگري غباري اردستاني ذكر شده‌است,"dar tazkareh/ r/,e] be do ./]er be n/mh/ye1 qob/riye1 k/boli va digari qob/riye1 ]ardest/ni zekr .ode ]ast
"
528,غباري كابلي به هند آمد ، درحالي‌كه شام غريبان ، غباري اردستاني را در ميان نوواردين از ايران دانسته است,"qob/riye1 k/boli be hend ]/mad darh/like ./me1 qarib/n qob/riye1 ]ardest/ni r/ dar miy/ne1 nov/redin ]az ]ir/n d/neste ]ast
"
529,اما اين موضوع بسيار پيچيده و نيازمند تحقيق است و نبايد از آن چشم‌پوشي شود,"]amm/ ]in mozu] besy/r pi'ide va niy/zmande1 tahqiq ]ast va nab/yad ]az ]/n 'e.mpu.i .avad
"
530,راجع‌به فيضي تربتي ، تقي اوحدي نوشته كه به هند آمد و براي مدت طولاني مدح اكبرشاه مي‌كرد ، اما آقاي گلچين معاني در باره هند آمدن وي مردد است و تذكره‌هاي آن زمان يعني نفايس المآثر ، منتخب التواريخ ، طبقات اكبري و آيين اكبري به وي اشاره‌اي نكرده‌اند,"r/,e] be feyziye1 torbati taqiye1 ]ohadi neve.te ke be hend ]/mad va bar/ye moddate1 tul/ni madhe1 ]akbar ./h mikard ]amm/ ]/q/ye1 gol'inma]/ni darb/reye1 hend ]/madane1 vey moraddad ]ast va tazkareh/ye1 ]/n zam/n ya]ni naf/]esolmo]/ser -montaxabottav/rix tabaq/te1 ]akbari va ]/]ine1 ]akbari be vey ]e./re]i nakarde]and
"
531,گرچه تذكره‌هاي بعدي از تقي اوحدي كوركورانه تبعيت نموده‌اند,"gar'e tazkareh/ye1 ba]di ]az taqiye1 ]ohadi kurkur/ne taba]iyat nemude]and
"
532,در مجمع شعراي جهان‌گير شاهي از ميرفيضي هروي ، ص سيزده ، و ملا فيضي ، ميرمعزالدين محمد ص بيست وَ نُه ، چهارصد وَ هفتاد وَ دو ، ذكري از اين‌دو شاعر به ميان آمده و اين غزل بنام هر دو نقل‌شده است,"dar ma,ma]o..o]ar/ye1 ,ah/ngir./hi ]az mirfeyziye1 heravi safheye1 sizdah va moll/feyzi mirmo]ezzoddin mohammad safheye1 bist va noh t/ 'ah/rsad va haft/d va do zekri ]az ]in do ./]er be miy/n ]/made va ]in qazal be n/me1 har do naql .ode ]ast
"
533,به‌دور ماه رخت آفتاب يعني چه ، به پيش خال و خطت مشك ناب يعني چه,"poem-be dore1 m/he1 roxat ]/ft/b ya]ni 'e be pi.e1 x/l va xatat mo.ke1 n/b ya]ni 'e
"
534,قياس بر اين است كه هر دو يكي بودند ، درحالي‌كه در نفايس المآثر ، ذكر ملافيضي ، ميرمعزالدين محمد ، نقل‌شده است,"qiy/s bar ]in ]ast ke har do yeki budand darh/like dar naf/]esolma]/ser zekre1 moll/feyzi mirmo]ezzoddin mohammad naql .ode ]ast
"
535,خلاصه اين‌كه موضوع فيضي تربتي روشن نيست و سخن نفايس و غيره در چشم‌پوشي از اوانكار ورود وي به هند و ارتباطش با دربار اكبر درست نيست,"xol/se ]in ke mozu]e1 feyziye1 torbati ro.an nist va soxane1 naf/yes va qeyre dar 'e.mpu.i ]az ]u ]enk/re1 vorude1 vey be hend va ]erteb/ta. b/ darb/re1 ]akbar dorost nist
"
536,شام غريبان نيز به‌اين شاعر اشاره نكرده است و بايد راجع‌به اين موضوع نيز تحقيق شود,"./me1 qarib/n niz be ]in ./]er ]e./re nakarde ]ast va b/yad r/,e] be ]in mozu] niz tahqiq .avad
"
537,از شعراي مشكوك كاروان هند ، يعني شك درباره سفر آن‌ها به هند و ايراني بودن‌شان ، ذكر قدسي كربلايي ، سبزواري ص هزار وَ پانصد وَ هفتاد وَ دو ، آمده است,"]az .o]ar/ye1 ma.kuke1 k/rev/ne1 hend ya]ni .ak darb/reye1 safare1 ]/nh/ be hend va ]ir/ni budane./n zekre1 qodsiye1 karbal/]i sabzev/ri safheye1 hez/r va p/nsad va haft/d va do ]/made ]ast
"
538,ابوالفضل علامي در آيين اكبري وي را در ميان نود وَ پنج شاعري كه به دربار شاه وابسته بودند ، گنجانيده است,"]abolfazle1 ]all/mi dar ]/]ine1 ]akbari vey r/ dar miy/ne1 navad va pan, ./]eri ke be darb/re1 ./h v/baste budand gon,/nide ]ast
"
539,بنابراين نمي‌توان وي را به‌هيچ‌وجه شاعر مشكوك قرار داد,"ban/bar]in nemitav/n vey r/ behi'va,h ./]ere1 ma.kuk qar/r d/d
"
540,چون ابوالفضل شاهد عيني وي است,"'on ]abolfazl ./hede1 ]eyniye1 vey ]ast
"
541,به‌نظر نگارنده اين سطور در فهرست شعراي مشكوك آوردن وي درست نيست و اقوال در اين مورد سوًتفاهم ايجاد مي‌كنند,"be nazare1 neg/randeye1 ]in sotur dar fehreste1 .o]ar/ye1 ma.kuk ]/vardane1 vey dorost nist va ]aqv/l dar ]in mored su]etaf/hom ]i,/d mikonand
"
542,به نقل از روز روشن ، كلب‌علي تبريزي در عصر اكبر به هند آمد,"be naql ]az ruze1 ro.an kalb ]aliye1 tabrizi dar ]asre1 ]akbar be hend ]/mad
"
543,اما در عرفات ذكر وي موجود نيست ، نيز در روز روشن آمده است كه‌در راه عتبات عاليه در سال هزار وَ بيست ه درگذشت,"]amm/ dar ]araf/t zekre1 vey mo,ud nist niz dar ruze1 ro.an ]/made ]ast ke dar r/he1 ]atab/te1 ]/liye dar s/le1 hez/r va biste1 he,ri dargoza.t
"
544,اما ننوشته كه از كجا به عتبات متوجه شد,"]amm/ naneve.te ke ]az ko,/ be ]atab/t motava,,eh .od
"
545,اين‌مطلب نيازمند تحقيق است و سكوت عرفات ، اين شك را تاييد مي‌كند,"]in matlab niy/zmande1 tahqiq ]ast va sokute1 ]araf/t ]in .ak r/ ta]yid mikonad
"
546,ورود لذتي همداني به هند نيز مشكوك است اما حتمي نيست و بايد تحقيق شود,"vorude1 lezzatiye1 hamed/ni be hend niz ma.kuk ]ast ]amm/ hatmi nist va b/yad tahqiq .avad
"
547,تقي اوحدي در عرفات در باره ورود ماتمي به هند و وابستگي او با اكبر را به‌طور وضوح نوشته است و در هيچ تذكره‌اي بر خلاف اين قول اشاره نشده‌است,"taqiye1 ]ohadi dar ]araf/t darb/reye1 vorude1 m/tami be hend va v/bastegiye1 ]u b/ ]akbar r/ be tore1 vozuh neve.te ]ast va dar hi' tazkare]i barxal/fe1 ]in qol ]e./re na.ode ]ast
"
548,بنابراين بايد وي را از فهرست شعراي مشكوك خارج كرد,"ban/bar]in b/yad vey r/ ]az fehreste1 .o]ar/ye1 ma.kuk x/re, kard
"
549,مولف عرفات در باره سه نفر به‌نامهاي محمد زمان ، محمد مهدي و محمد يحيي نوشته است كه آن‌ها به هند آمدند و چون بر خلاف آن مطلبي ديده ، بنابراين ورود آن‌ها به هند مورد ترديد نيست,"mo]allefe1 ]araf/t darb/reye1 se nafar be n/mh/ye1 mohammadzam/n mohammadmehdi va mohammadyahy/ neve.te ]ast ke ]/nh/ be hend ]/madand va 'on barxal/fe1 ]/n matlabi dide ban/bar]in vorude1 ]/nh/ be hend morede1 tardid nist
"
550,كندو با محيطي زيبا و تميز و غذاهاي خوشمزه ايراني آماده پذيرايي از شما و عزيزانتان است,"kandu b/ mohiti zib/ va tamiz va qaz/h/ye1 xo.mazzeye1 ]ir/ni ]/m/deye1 pazir/]i ]az .om/ va ]aziz/net/n ]ast
"
551,رستوران كندو در لندن ارزش يك‌بار تجربه كردن را دارد تلفن ، بيست چهار هزار وَ دويست وَ هفتاد وَ هفت‌هشت هزار وَ دويست وَ چهل وَ دو بيست چهار هزار وَ دويست وَ هفتاد وَ هفت نُه هزار وَ شِشصد وَ هفتاد وَ شِش مي‌شود,"restur/ne1 kandu dar landan ]arze.e1 yek b/r ta,robe kardan r/ d/rad telefon sefr bist haft/d va haft bist va 'ah/r bist va 'ah/r bist va ha.t sefr bist haft/d va haft bist va 'ah/r .ast va haft .ast va noh mi.avad
"
552,به نقل از تقي اوحدي ، شاه مرتضي زبردست در ميان امرا بود,"be naql ]az taqiye1 ]ohadi ./h mortez/ zebardast dar miy/ne1 ]omar/ bud
"
553,او اول به دكن رفت ، سپس به دربار اكبر وابسته گرديد اما به عقيده تذكره‌نويسان ديگر ، او هندي است,"]u ]avval be dakan raft sepas be darb/re1 ]akbar v/baste gardid ]amm/ be ]aqideye1 tazkarenevis/ne1 digar ]u hendi ]ast
"
554,ضمناً تقي اوحدي در باره زادگاه وي اشاره‌اي نكرده است,"zemnan taqiye1 ]ohadi darb/reye1 z/dg/he1 vey ]e./re]i nakarde ]ast
"
